bank,year,metric_name,val,unit,source_chunk_id,confidence_level,needs_review,confidence_reason,review_action,review_note,orig_val,orig_unit,orig_source_chunk_id,review_model,bucket
AlwaysOurBest_90328,2024,ROE,8.69,%,table:b0009,medium,0,weak_metric_keyword,skip_by_confidence,confidence_not_low,,,,qwen3:8b,table_prefill
AmerantBank_83638,2024,NII,"-1,137",thousand,k=AmerantBank_83638|stem=d920016darspdf|chunk=248,medium,0,small_gap:0.006,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
AmerantBank_83638,2024,NIM,3.58,%,[k=AmerantBank_83638|stem=d920016darspdf|chunk=245],medium,0,small_gap:0.004,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
AmerantBank_83638,2024,Provision for Credit Losses,"60,460",thousand,[k=AmerantBank_83638|stem=d920016darspdf|chunk=430],medium,0,small_gap:0.010,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
AmerantBank_83638,2024,ROA,0.16,%,[k=AmerantBank_83638|stem=d920016darspdf|chunk=236],medium,0,small_gap:0.011,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
AmerantBank_83638,2024,ROE,1.99,%,[k=AmerantBank_83638|stem=d920016darspdf|chunk=236],medium,0,small_gap:0.011,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CPBHawaii_701062,2024,NII,"$ 211,733",thousand,k=CPBHawaii_701062|stem=CPF-12-31-24-10-K-FINALpdf|chunk=294,medium,0,small_gap:0.013,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CPBHawaii_701062,2024,NIM,3.01,%,[k=CPBHawaii_701062|stem=CPF-12-31-24-10-K-FINALpdf|chunk=177],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CPBHawaii_701062,2024,Provision for Credit Losses,9.8,million,[k=CPBHawaii_701062|stem=CPF-12-31-24-10-K-FINALpdf|chunk=83],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CPBHawaii_701062,2024,ROA,0.78,%,[k=CPBHawaii_701062|stem=CPF-12-31-24-10-K-FINALpdf|chunk=153],medium,0,small_gap:0.003,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CPBHawaii_701062,2024,ROE,0.72,%,[k=CPBHawaii_701062|stem=CPF-12-31-24-10-K-FINALpdf|chunk=153],medium,0,small_gap:0.003,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CSBBank_189129,2024,NII,"36,853",thousand,k=CSBBank_189129|stem=CSB_2024_AnnualReport_Final_3-5-25_Proofpdf|chunk=20,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CSBBank_189129,2024,NIM,3.3,%,[k=CSBBank_189129|stem=CSB_2024_AnnualReport_Final_3-5-25_Proofpdf|chunk=20],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CSBBank_189129,2024,Provision for Credit Losses,1.1,million,[k=CSBBank_189129|stem=CSB_2024_AnnualReport_Final_3-5-25_Proofpdf|chunk=20],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CSBBank_189129,2024,ROA,0.85,%,[k=CSBBank_189129|stem=CSB_2024_AnnualReport_Final_3-5-25_Proofpdf|chunk=20],medium,0,small_gap:0.011,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CSBBank_189129,2024,ROE,8.96,%,[k=CSBBank_189129|stem=CSB_2024_AnnualReport_Final_3-5-25_Proofpdf|chunk=20],medium,0,small_gap:0.011,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CommerceBank_601050,2024,NII,"$ 45,035",million,k=CommerceBank_601050|stem=2024-Commerce-Bank-Annual-Report-10kpdf|chunk=139,medium,0,small_gap:0.002,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CommerceBank_601050,2024,NIM,3.47,%,[k=CommerceBank_601050|stem=2024-Commerce-Bank-Annual-Report-10kpdf|chunk=118],medium,0,small_gap:0.014,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CommerceBank_601050,2024,Provision for Credit Losses,"32,903",thousand,[k=CommerceBank_601050|stem=2024-Commerce-Bank-Annual-Report-10kpdf|chunk=277],medium,0,small_gap:0.003,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CommerceBank_601050,2024,ROA,1.72,%,[k=CommerceBank_601050|stem=2024-Commerce-Bank-Annual-Report-10kpdf|chunk=121],medium,0,small_gap:0.004,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
CommerceBank_601050,2024,ROE,16.66,%,[k=CommerceBank_601050|stem=2024-Commerce-Bank-Annual-Report-10kpdf|chunk=121],medium,0,small_gap:0.004,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
DeutscheBank_214807,2024,NII,"13,602",million,k=DeutscheBank_214807|stem=Annual-Report-2023pdf|chunk=107,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
DeutscheBank_214807,2024,NIM,1.4,%,[k=DeutscheBank_214807|stem=Annual-Report-2023pdf|chunk=107],medium,0,small_gap:0.005,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
DeutscheBank_214807,2024,Provision for Credit Losses,1.5,million,[k=DeutscheBank_214807|stem=Annual-Report-2023pdf|chunk=102],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
DeutscheBank_214807,2024,ROA,0.35,%,[k=DeutscheBank_214807|stem=Annual-Report-2023pdf|chunk=728],medium,0,weak_metric_keyword,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
DeutscheBank_214807,2024,ROE,8.4,%,table:b0021,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,table_prefill
EagleBankCorp_278872,2024,NII,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing,reject,No direct mention of NII (Net Interest Income) in the provided text.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
EagleBankCorp_278872,2024,NIM,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing,reject,No direct mention of NIM (Net Interest Margin) in the provided text.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
EagleBankCorp_278872,2024,Provision for Credit Losses,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.000,reject,No direct mention of Provision for Credit Losses in the provided text.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
EagleBankCorp_278872,2024,ROA,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;weak_metric_keyword,reject,No direct mention of ROA (Return on Assets) in the provided text.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
EagleBankCorp_278872,2024,ROE,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;weak_metric_keyword,reject,No direct mention of ROE (Return on Equity) in the provided text.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
EphrataNational_425911,2024,NII,"$2,702,000,",thousand,k=EphrataNational_425911|stem=2024-ENB-Annual-Report-Completepdf|chunk=114,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
EphrataNational_425911,2024,NIM,2.87,%,[k=EphrataNational_425911|stem=2024-ENB-Annual-Report-Completepdf|chunk=7],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
EphrataNational_425911,2024,Provision for Credit Losses,"1,015,000",thousand,[k=EphrataNational_425911|stem=2024-ENB-Annual-Report-Completepdf|chunk=114],medium,0,small_gap:0.006,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
EphrataNational_425911,2024,ROA,0.75,%,[k=EphrataNational_425911|stem=2024-ENB-Annual-Report-Completepdf|chunk=5],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
EphrataNational_425911,2024,ROE,12.13,%,[k=EphrataNational_425911|stem=2024-ENB-Annual-Report-Completepdf|chunk=5],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
FMTrust_289515,2024,NII,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.589,reject,No evidence or mention of NII (Net Interest Income) is found in the provided chunks.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
FMTrust_289515,2024,NIM,2.95,%,[k=FMTrust_289515|stem=25023FMT-2024-Shareholders-Annual-D-FINAL-WEB-USE-SINGLESpdf|chunk=3],low,1,low_score:0.557;small_gap:0.000,keep,The value 2.95% is explicitly mentioned in the text for NIM (Net Interest Margin) in chunk 4.,,,,qwen3:8b,ok
FMTrust_289515,2024,Provision for Credit Losses,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.000,reject,No evidence or mention of Provision for Credit Losses is found in the provided chunks.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
FMTrust_289515,2024,ROA,0.54,%,[k=FMTrust_289515|stem=25023FMT-2024-Shareholders-Annual-D-FINAL-WEB-USE-SINGLESpdf|chunk=4],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
FMTrust_289515,2024,ROE,8.05,%,[k=FMTrust_289515|stem=25023FMT-2024-Shareholders-Annual-D-FINAL-WEB-USE-SINGLESpdf|chunk=4],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
FirstHorizonBnk_485559,2024,NII,"$ 21,436",million,k=FirstHorizonBnk_485559|stem=2024-Annual-Report-on-Form-10-Kpdf|chunk=216,medium,0,small_gap:0.003,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
FirstHorizonBnk_485559,2024,NIM,3.35,%,[k=FirstHorizonBnk_485559|stem=2024-Annual-Report-on-Form-10-Kpdf|chunk=36],medium,0,small_gap:0.007,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
FirstHorizonBnk_485559,2024,Provision for Credit Losses,150,million,[k=FirstHorizonBnk_485559|stem=2024-Annual-Report-on-Form-10-Kpdf|chunk=34],medium,0,small_gap:0.007,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
FirstHorizonBnk_485559,2024,ROA,0.97,%,[k=FirstHorizonBnk_485559|stem=2024-Annual-Report-on-Form-10-Kpdf|chunk=214],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
FirstHorizonBnk_485559,2024,ROE,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;weak_metric_keyword,reject,No evidence found for ROE metric,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
GermanAmerican_37640,2024,NII,"190,591",thousand,k=_GermanAmerican_37640|stem=2025-SAR-Annual-Reportpdf|chunk=13,medium,0,small_gap:0.014,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
GermanAmerican_37640,2024,NIM,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.591;small_gap:0.009,reject,No relevant data found in the provided evidence chunks for NIM,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
GermanAmerican_37640,2024,Provision for Credit Losses,"2,775",thousand,[k=_GermanAmerican_37640|stem=2025-SAR-Annual-Reportpdf|chunk=12],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
GermanAmerican_37640,2024,ROA,1.34,%,COMPUTED_FROM [k=_GermanAmerican_37640|stem=2025-SAR-Annual-Reportpdf|chunk=10] (Net Income / Avg Assets),medium,0,weak_metric_keyword,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
GermanAmerican_37640,2024,ROE,12.22,%,COMPUTED_FROM [k=_GermanAmerican_37640|stem=2025-SAR-Annual-Reportpdf|chunk=10] (Net Income / Avg Equity),medium,0,weak_metric_keyword,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HarborOne_40499,2024,NII,"607,597",thousand,k=HarborOne_40499|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=295,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HarborOne_40499,2024,NIM,3.4,%,[k=HarborOne_40499|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=293],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HarborOne_40499,2024,Provision for Credit Losses,"172,373",thousands,table:b0161,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,table_prefill
HarborOne_40499,2024,ROA,3.66,%,k=HarborOne_40499|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=246,low,1,range_roa,replace,The text explicitly states 'Return (loss) on average total shareholders?€? equity (GAAP) 3.66 % (2.44)% 6.59 % 4.25 % 0.43 %' which directly provides the ROA value for 2024 as 3.66%.,5,%,[k=HarborOne_40499|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=297],qwen3:8b,llm_review_replaced
HarborOne_40499,2024,ROE,3.66,%,[k=HarborOne_40499|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=8],medium,0,low_score:0.563,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HorizonBank_130541,2024,NII,"$ 188,604",thousand,k=HorizonBank_130541|stem=HBNC-2024-12-31-10K-FINALpdf|chunk=133,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HorizonBank_130541,2024,NIM,2.68,%,[k=HorizonBank_130541|stem=HBNC-2024-12-31-10K-FINALpdf|chunk=180],medium,0,small_gap:0.011,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HorizonBank_130541,2024,Provision for Credit Losses,2.9,million,[k=HorizonBank_130541|stem=HBNC-2024-12-31-10K-FINALpdf|chunk=123],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
HorizonBank_130541,2024,ROA,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.015;weak_metric_keyword,reject,No evidence found for ROA metric.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
HorizonBank_130541,2024,ROE,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.015;weak_metric_keyword,reject,No evidence found for ROE metric.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
Huntington_Bank_12311,2024,NII,"3,717",million,k=Huntington_Bank_12311|stem=Annual_Report_2024_HBAN006-10-K_2024_Bookmarked_FINAL_03062025pdf|chunk=186,medium,0,small_gap:0.004,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
Huntington_Bank_12311,2024,NIM,3,%,[k=Huntington_Bank_12311|stem=Annual_Report_2024_HBAN006-10-K_2024_Bookmarked_FINAL_03062025pdf|chunk=186],medium,0,small_gap:0.010,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
Huntington_Bank_12311,2024,Provision for Credit Losses,284,million,[k=Huntington_Bank_12311|stem=Annual_Report_2024_HBAN006-10-K_2024_Bookmarked_FINAL_03062025pdf|chunk=469],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
Huntington_Bank_12311,2024,ROA,NOT FOUND,NOT FOUND,NOT FOUND,low,1,low_score:0.583;small_gap:0.001,reject,No direct mention of ROA in the provided evidence. The text contains financial figures but does not explicitly state ROA.,0.99,%,[k=Huntington_Bank_12311|stem=Annual_Report_2024_HBAN006-10-K_2024_Bookmarked_FINAL_03062025pdf|chunk=170],qwen3:8b,llm_review_rejected
Huntington_Bank_12311,2024,ROE,NOT FOUND,NOT FOUND,NOT FOUND,low,1,low_score:0.583;small_gap:0.001,reject,No direct mention of ROE in the provided evidence. The text contains financial figures but does not explicitly state ROE.,10.4,%,[k=Huntington_Bank_12311|stem=Annual_Report_2024_HBAN006-10-K_2024_Bookmarked_FINAL_03062025pdf|chunk=170],qwen3:8b,llm_review_rejected
MyPCSB_24006,2024,NII,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing,reject,No evidence found for NII metric.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
MyPCSB_24006,2024,NIM,3.09,%,[k=MyPCSB_24006|stem=Proxypdf|chunk=266],medium,0,low_score:0.560,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
MyPCSB_24006,2024,Provision for Credit Losses,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing,reject,No evidence found for Provision for Credit Losses metric.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
MyPCSB_24006,2024,ROA,0.75,%,[k=MyPCSB_24006|stem=Proxypdf|chunk=264],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
MyPCSB_24006,2024,ROE,5.84,%,[k=MyPCSB_24006|stem=Proxypdf|chunk=180],medium,0,weak_metric_keyword,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
NorthernTrust_210434,2024,NII,"2,177.10",million,k=NorthernTrust_210434|stem=northern-trust-2024-10-kpdf|chunk=183,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
NorthernTrust_210434,2024,NIM,1.62,%,[k=NorthernTrust_210434|stem=northern-trust-2024-10-kpdf|chunk=220],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
NorthernTrust_210434,2024,Provision for Credit Losses,3,million,[k=NorthernTrust_210434|stem=northern-trust-2024-10-kpdf|chunk=179],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
NorthernTrust_210434,2024,ROA,1.39,%,[k=NorthernTrust_210434|stem=annual-report-2024-financial-highlightspdf|chunk=0],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
NorthernTrust_210434,2024,ROE,17.4,%,[k=NorthernTrust_210434|stem=annual-report-2024-financial-highlightspdf|chunk=0],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
NorwaySavings_289702,2024,NII,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.580,keep,Found direct mention of NII value in chunk 7.,,,,qwen3:8b,value_missing
NorwaySavings_289702,2024,NIM,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.548;small_gap:0.007,reject,No relevant financial data found for NIM in the provided evidence.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
NorwaySavings_289702,2024,Provision for Credit Losses,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.000,reject,No relevant financial data found for Provision for Credit Losses in the provided evidence.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
NorwaySavings_289702,2024,ROA,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.570;weak_metric_keyword,reject,No relevant financial data found for ROA in the provided evidence.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
NorwaySavings_289702,2024,ROE,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.570;weak_metric_keyword,reject,No relevant financial data found for ROE in the provided evidence.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
SavingsFirst_613679,2024,NII,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.000,reject,No evidence found for NII in fiscal year 2024.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
SavingsFirst_613679,2024,NIM,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.000,reject,No evidence found for NIM in fiscal year 2024.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
SavingsFirst_613679,2024,Provision for Credit Losses,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;small_gap:0.000,reject,No evidence found for Provision for Credit Losses in fiscal year 2024.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
SavingsFirst_613679,2024,ROA,0.24,%,table:pdf_p003_t00,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,table_prefill
SavingsFirst_613679,2024,ROE,5.06,%,table:pdf_p003_t00,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,table_prefill
SunflowerBank_474759,2024,NII,"$ 296,910",thousand,k=SunflowerBank_474759|stem=4fa39bdb-ab68-4d01-956a-ee0234bc2c39pdf|chunk=252,high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
SunflowerBank_474759,2024,NIM,4.06,%,[k=SunflowerBank_474759|stem=4fa39bdb-ab68-4d01-956a-ee0234bc2c39pdf|chunk=250],high,0,rule_ok,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
SunflowerBank_474759,2024,Provision for Credit Losses,"27,550",thousand,[k=SunflowerBank_474759|stem=4fa39bdb-ab68-4d01-956a-ee0234bc2c39pdf|chunk=252],medium,0,small_gap:0.011,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
SunflowerBank_474759,2024,ROA,0.96,%,[k=SunflowerBank_474759|stem=4fa39bdb-ab68-4d01-956a-ee0234bc2c39pdf|chunk=252],medium,0,low_score:0.598,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
SunflowerBank_474759,2024,ROE,7.56,%,[k=SunflowerBank_474759|stem=4fa39bdb-ab68-4d01-956a-ee0234bc2c39pdf|chunk=252],medium,0,low_score:0.598,skip_by_confidence,confidence_not_low,,,,qwen3:8b,ok
TruistNews_852320,2024,NII,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing;low_score:0.594;small_gap:0.011,reject,No evidence contains the term 'NII' or related metrics.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
TruistNews_852320,2024,NIM,NOT FOUND,NOT FOUND,NOT FOUND,low,1,value_missing;unit_missing;citation_missing,reject,No evidence contains the term 'NIM' or related metrics.,NOT FOUND,NOT FOUND,NOT FOUND,qwen3:8b,llm_review_rejected
TruistNews_852320,2024,Provision for Credit Losses,"1,870",million,[k=TruistNews_852320|stem=2024-annual-report-fullBook_ADApdf|chunk=11],medium,0,low_score:0.544,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
TruistNews_852320,2024,ROA,0.92,%,[k=TruistNews_852320|stem=2024-annual-report-fullBook_ADApdf|chunk=46],medium,0,small_gap:0.002,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
TruistNews_852320,2024,ROE,4,%,[k=TruistNews_852320|stem=2024-annual-report-fullBook_ADApdf|chunk=48],medium,0,small_gap:0.002,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
easternbank_128904,2024,NII,"607,597",thousand,k=easternbank_128904|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=295,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
easternbank_128904,2024,NIM,3.4,%,[k=easternbank_128904|stem=2024-Final-Annual-Report_869627_006_Print_CLEANpdf|chunk=294],high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,ok
easternbank_128904,2024,Provision for Credit Losses,"172,373",thousands,table:b0161,high,0,rule_ok,skip_by_confidence,not_in_review_scope,,,,qwen3:8b,table_prefill
